index,year,id,dum,urban_disposable_income,rural_disposable_income,urbanization_rate,total_pop,urban_pop,rural_pop,urban_total_income,rural_total_income,total_income,P1/P,Z1/Z,LN(N/O),P2/P,Z2/Z,LN(Q/R),theil_index
1208,2018,121,Zhuzhou City,42866.84,19889.48,0.672,402.08,270.0,132.08,11573905.93,2627068.37,14200974.3,0.815 ,0.672 ,0.194 ,0.185 ,0.329 ,(0.574),0.051626951
1209,2019,121,Zhuzhou City,46553.4,21679.5,0.679,402.85,273.59,129.26,12736544.71,2802292.17,15538836.88,0.820 ,0.679 ,0.188 ,0.180 ,0.321 ,(0.576),0.050243884
1210,2010,122,Xiangtan City,18059.48,7816.56,0.501,275.22,137.91,137.31,2490582.89,1073291.85,3563874.74,0.699 ,0.501 ,0.333 ,0.301 ,0.499 ,(0.505),0.080439713
1211,2011,122,Xiangtan City,20614.0,9501.5,0.521,276.45,143.97,132.48,2967797.58,1258758.72,4226556.3,0.702 ,0.521 ,0.299 ,0.298 ,0.479 ,(0.476),0.068188776
1212,2012,122,Xiangtan City,23549.05,11316.22,0.54,278.1,150.23,127.87,3537773.36,1447005.05,4984778.41,0.710 ,0.540 ,0.273 ,0.290 ,0.460 ,(0.460),0.060187231
1213,2013,122,Xiangtan City,24810.0,12673.0,0.551,279.96,154.26,125.7,3827190.6,1592996.1,5420186.7,0.706 ,0.551 ,0.248 ,0.294 ,0.449 ,(0.424),0.050573493
1214,2014,122,Xiangtan City,27068.0,14092.0,0.566,281.28,159.05,122.23,4305165.4,1722465.16,6027630.56,0.714 ,0.565 ,0.234 ,0.286 ,0.435 ,(0.419),0.04706414
1215,2015,122,Xiangtan City,29237.0,15347.0,0.583,282.37,164.56,117.81,4811240.72,1808030.07,6619270.79,0.727 ,0.583 ,0.221 ,0.273 ,0.417 ,(0.424),0.044865844
1216,2016,122,Xiangtan City,31607.0,16576.0,0.603,283.78,170.98,112.8,5404164.86,1869772.8,7273937.66,0.743 ,0.603 ,0.210 ,0.257 ,0.397 ,(0.436),0.0436183
1217,2017,122,Xiangtan City,34167.0,17885.0,0.62,285.24,176.85,108.39,6042433.95,1938555.15,7980989.1,0.757 ,0.620 ,0.200 ,0.243 ,0.380 ,(0.448),0.042547107
1218,2018,122,Xiangtan City,36866.48,19407.89,0.629,286.48,180.14,106.34,6641077.66,2063861.58,8704939.24,0.763 ,0.629 ,0.193 ,0.237 ,0.371 ,(0.448),0.041202687
1219,2019,122,Xiangtan City,39889.5,21115.8,0.638,288.15,183.88,104.27,7334881.26,2201744.47,9536625.73,0.769 ,0.638 ,0.187 ,0.231 ,0.362 ,(0.449),0.039843268
1220,2010,123,Hengyang,15634.81,7219.6,0.445,714.84,318.1,396.74,4973433.06,2864304.1,7837737.17,0.635 ,0.445 ,0.355 ,0.365 ,0.555 ,(0.418),0.072469513
1221,2011,123,Hengyang,17866.0,8506.25,0.47,716.6,336.73,379.87,6016018.18,3231269.19,9247287.37,0.651 ,0.470 ,0.325 ,0.349 ,0.530 ,(0.417),0.066021177
1222,2012,123,Hengyang,20380.21,10116.25,0.479,719.83,344.77,375.06,7026485.71,3794200.73,10820686.44,0.649 ,0.479 ,0.304 ,0.351 ,0.521 ,(0.396),0.058766477
1223,2013,123,Hengyang,22297.0,11876.0,0.481,725.0,348.73,376.27,7775632.81,4468582.52,12244215.33,0.635 ,0.481 ,0.278 ,0.365 ,0.519 ,(0.352),0.047918124
1224,2014,123,Hengyang,24370.0,13242.0,0.485,730.34,354.36,375.98,8635753.2,4978727.16,13614480.36,0.634 ,0.485 ,0.268 ,0.366 ,0.515 ,(0.342),0.04491566
1225,2015,123,Hengyang,26515.0,14407.0,0.492,733.75,361.01,372.74,9572180.15,5370065.18,14942245.33,0.641 ,0.492 ,0.264 ,0.359 ,0.508 ,(0.346),0.044705792
1226,2016,123,Hengyang,28848.0,15603.0,0.511,728.59,372.09,356.5,10734052.32,5562469.5,16296521.82,0.659 ,0.511 ,0.254 ,0.341 ,0.489 ,(0.360),0.044671963
1227,2017,123,Hengyang,31300.0,16851.0,0.525,720.53,377.99,342.54,11831087.0,5772141.54,17603228.54,0.672 ,0.525 ,0.248 ,0.328 ,0.475 ,(0.371),0.044727702
1228,2018,123,Hengyang,33741.26,18249.95,0.536,724.34,388.32,336.02,13102362.95,6132373.34,19234736.29,0.681 ,0.536 ,0.240 ,0.319 ,0.464 ,(0.375),0.043577064
1229,2019,123,Hengyang,36541.8,19874.2,0.549,730.06,400.99,329.07,14652896.38,6540002.99,21192899.38,0.691 ,0.549 ,0.230 ,0.309 ,0.451 ,(0.379),0.042217661
1230,2010,124,Shaoyang,11697.75,3759.91,0.328,707.17,232.23,474.94,2716568.48,1785731.66,4502300.14,0.603 ,0.328 ,0.608 ,0.397 ,0.672 ,(0.527),0.15815222
1231,2011,124,Shaoyang,13584.0,4373.03,0.341,710.72,242.57,468.15,3295070.88,2047233.99,5342304.87,0.617 ,0.341 ,0.592 ,0.383 ,0.659 ,(0.542),0.157412525
1232,2012,124,Shaoyang,15457.08,5135.59,0.361,717.0,258.57,458.43,3996737.18,2354308.52,6351045.7,0.629 ,0.361 ,0.557 ,0.371 ,0.639 ,(0.545),0.148308315
1233,2013,124,Shaoyang,17647.0,6933.0,0.38,720.04,273.9,446.14,4833513.3,3093088.62,7926601.92,0.610 ,0.380 ,0.472 ,0.390 ,0.620 ,(0.462),0.107324304
1234,2014,124,Shaoyang,19341.0,7786.0,0.399,721.94,288.18,433.76,5573689.38,3377255.36,8950944.74,0.623 ,0.399 ,0.445 ,0.377 ,0.601 ,(0.465),0.101343118
1235,2015,124,Shaoyang,21070.0,8716.0,0.42,726.17,304.63,421.54,6418554.1,3674142.64,10092696.74,0.636 ,0.420 ,0.416 ,0.364 ,0.580 ,(0.467),0.094732865
1236,2016,124,Shaoyang,22996.0,9721.0,0.44,732.15,322.08,410.07,7406551.68,3986290.47,11392842.15,0.650 ,0.440 ,0.391 ,0.350 ,0.560 ,(0.470),0.089295031
1237,2017,124,Shaoyang,25029.0,10756.0,0.459,737.54,338.46,399.08,8471315.34,4292504.48,12763819.82,0.664 ,0.459 ,0.369 ,0.336 ,0.541 ,(0.476),0.08495413
1238,2018,124,Shaoyang,27166.7,11857.15,0.475,737.05,350.03,387.02,9509024.65,4589013.73,14098038.38,0.674 ,0.475 ,0.351 ,0.326 ,0.525 ,(0.478),0.080991415
1239,2019,124,Shaoyang,29503.0,13054.7,0.488,730.24,356.2,374.04,10508968.6,4882979.99,15391948.59,0.683 ,0.488 ,0.336 ,0.317 ,0.512 ,(0.479),0.077603698
1240,2010,125,Yueyang City,17311.92,5988.47,0.46,547.61,251.96,295.65,4361911.36,1770491.16,6132402.52,0.711 ,0.460 ,0.436 ,0.289 ,0.540 ,(0.626),0.129133058
1241,2011,125,Yueyang City,19680.0,7070.31,0.478,548.53,262.25,286.28,5161080.0,2024088.35,7185168.35,0.718 ,0.478 ,0.407 ,0.282 ,0.522 ,(0.617),0.118690985
1242,2012,125,Yueyang City,22111.0,8326.08,0.493,552.31,272.29,280.02,6020604.19,2331468.92,8352073.11,0.721 ,0.493 ,0.380 ,0.279 ,0.507 ,(0.597),0.107280168
1243,2013,125,Yueyang City,21193.0,9930.0,0.508,555.9,282.5,273.4,5987022.5,2714862.0,8701884.5,0.688 ,0.508 ,0.303 ,0.312 ,0.492 ,(0.455),0.06644498
1244,2014,125,Yueyang City,23121.0,11062.0,0.523,559.51,292.58,266.93,6764742.18,2952779.66,9717521.84,0.696 ,0.523 ,0.286 ,0.304 ,0.477 ,(0.451),0.062102428
1245,2015,125,Yueyang City,25202.0,12091.0,0.54,562.92,304.02,258.9,7661912.04,3130359.9,10792271.94,0.710 ,0.540 ,0.273 ,0.290 ,0.460 ,(0.461),0.060440405
1246,2016,125,Yueyang City,27546.0,13119.0,0.556,568.11,315.98,252.13,8703985.08,3307693.47,12011678.55,0.725 ,0.556 ,0.265 ,0.275 ,0.444 ,(0.477),0.060267108
1247,2017,125,Yueyang City,30009.0,14265.0,0.572,573.33,327.98,245.35,9842351.82,3499917.75,13342269.57,0.738 ,0.572 ,0.254 ,0.262 ,0.428 ,(0.489),0.059183509
1248,2018,125,Yueyang City,32425.06,15512.6,0.58,579.71,336.23,243.48,10902337.52,3776980.36,14679317.88,0.743 ,0.580 ,0.247 ,0.257 ,0.420 ,(0.490),0.057563363
1249,2019,125,Yueyang City,35116.3,16877.7,0.592,577.13,341.66,235.47,11997835.06,3974192.02,15972027.08,0.751 ,0.592 ,0.238 ,0.249 ,0.408 ,(0.495),0.055833819
1260,2010,127,Zhangjiajie City,12705.26,3668.32,0.362,147.81,53.49,94.32,679604.36,345995.94,1025600.3,0.663 ,0.362 ,0.605 ,0.337 ,0.638 ,(0.637),0.185814711
1261,2011,127,Zhangjiajie City,14098.0,4093.38,0.392,149.01,58.34,90.67,822477.32,371146.76,1193624.08,0.689 ,0.392 ,0.565 ,0.311 ,0.608 ,(0.671),0.180767962
1262,2012,127,Zhangjiajie City,15640.87,4574.23,0.411,150.21,61.74,88.47,965667.04,404682.13,1370349.17,0.705 ,0.411 ,0.539 ,0.295 ,0.589 ,(0.690),0.176028172
1263,2013,127,Zhangjiajie City,16580.0,5669.0,0.422,151.24,63.87,87.37,1058964.6,495300.53,1554265.13,0.681 ,0.422 ,0.478 ,0.319 ,0.578 ,(0.595),0.136313348
1264,2014,127,Zhangjiajie City,18055.0,6332.0,0.433,151.9,65.8,86.1,1188019.0,545185.2,1733204.2,0.685 ,0.433 ,0.459 ,0.315 ,0.567 ,(0.589),0.129326895
1265,2015,127,Zhangjiajie City,19473.0,7094.0,0.446,152.4,67.99,84.41,1323969.27,598804.54,1922773.81,0.689 ,0.446 ,0.434 ,0.311 ,0.554 ,(0.576),0.119540356
1266,2016,127,Zhangjiajie City,21030.0,7802.0,0.461,152.91,70.43,82.48,1481142.9,643508.96,2124651.86,0.697 ,0.461 ,0.414 ,0.303 ,0.539 ,(0.577),0.114112192
1267,2017,127,Zhangjiajie City,22944.0,8692.0,0.48,153.16,73.55,79.61,1687531.2,691970.12,2379501.32,0.709 ,0.480 ,0.390 ,0.291 ,0.520 ,(0.581),0.107622824
1268,2018,127,Zhangjiajie City,24825.28,9561.96,0.492,153.79,75.66,78.13,1878396.89,747030.85,2625427.73,0.715 ,0.492 ,0.374 ,0.285 ,0.508 ,(0.580),0.102983323
1269,2019,127,Zhangjiajie City,26811.3,10479.9,0.505,154.92,78.21,76.71,2096911.77,803913.13,2900824.9,0.723 ,0.505 ,0.359 ,0.277 ,0.495 ,(0.580),0.098653405
1270,2010,128,Yiyang City,15398.39,5616.52,0.399,430.79,171.71,259.08,2644057.55,1455128.0,4099185.55,0.645 ,0.399 ,0.481 ,0.355 ,0.601 ,(0.527),0.123324994
1271,2011,128,Yiyang City,17328.0,6772.55,0.411,431.44,177.33,254.11,3072774.24,1720972.68,4793746.92,0.641 ,0.411 ,0.444 ,0.359 ,0.589 ,(0.495),0.107119963
1272,2012,128,Yiyang City,19764.87,7957.76,0.422,434.24,183.03,251.21,3617563.64,1999068.89,5616632.53,0.644 ,0.421 ,0.424 ,0.356 ,0.579 ,(0.486),0.100215046
1273,2013,128,Yiyang City,18928.0,10129.0,0.433,437.29,189.4,247.89,3584963.2,2510877.81,6095841.01,0.588 ,0.433 ,0.306 ,0.412 ,0.567 ,(0.319),0.048340553
1274,2014,128,Yiyang City,20688.0,11304.0,0.448,439.15,196.57,242.58,4066640.16,2742124.32,6808764.48,0.597 ,0.448 ,0.288 ,0.403 ,0.552 ,(0.316),0.045017316
1275,2015,128,Yiyang City,22571.0,12344.0,0.464,441.02,204.58,236.44,4617575.18,2918615.36,7536190.54,0.613 ,0.464 ,0.278 ,0.387 ,0.536 ,(0.325),0.044562217
1276,2016,128,Yiyang City,24745.0,13416.0,0.479,443.25,212.18,231.07,5250394.1,3100035.12,8350429.22,0.629 ,0.479 ,0.273 ,0.371 ,0.521 ,(0.339),0.045423572
1277,2017,128,Yiyang City,26934.0,14556.0,0.501,439.2,220.13,219.07,5928981.42,3188782.92,9117764.34,0.650 ,0.501 ,0.260 ,0.350 ,0.499 ,(0.355),0.045143571
1278,2018,128,Yiyang City,29123.29,15853.09,0.516,441.38,227.88,213.5,6636746.66,3384562.94,10021309.61,0.662 ,0.516 ,0.249 ,0.338 ,0.484 ,(0.359),0.043572774
1279,2019,128,Yiyang City,31569.6,17295.7,0.529,442.07,233.98,208.09,7386655.01,3599062.21,10985717.22,0.672 ,0.529 ,0.239 ,0.328 ,0.471 ,(0.362),0.042174914
1280,2010,129,Chenzhou,15341.63,5207.49,0.417,458.35,191.13,267.22,2932245.74,1391545.48,4323791.22,0.678 ,0.417 ,0.486 ,0.322 ,0.583 ,(0.594),0.138581976
1281,2011,129,Chenzhou,17606.0,6230.29,0.433,460.52,199.41,261.11,3510812.46,1626791.02,5137603.48,0.683 ,0.433 ,0.456 ,0.317 ,0.567 ,(0.583),0.127318968
1282,2012,129,Chenzhou,20015.62,7410.46,0.453,463.27,209.79,253.48,4199077.51,1878403.4,6077480.91,0.691 ,0.453 ,0.422 ,0.309 ,0.547 ,(0.571),0.115373318
1283,2013,129,Chenzhou,21634.0,9692.0,0.47,466.53,219.41,247.12,4746715.94,2395087.04,7141802.98,0.665 ,0.470 ,0.346 ,0.335 ,0.530 ,(0.457),0.076584129
1284,2014,129,Chenzhou,23621.0,10786.0,0.485,469.79,227.84,241.95,5381808.64,2609672.7,7991481.34,0.673 ,0.485 ,0.328 ,0.327 ,0.515 ,(0.456),0.072306821
1285,2015,129,Chenzhou,25534.0,11778.0,0.503,473.02,238.12,234.9,6080156.08,2766652.2,8846808.28,0.687 ,0.503 ,0.311 ,0.313 ,0.497 ,(0.462),0.069353988
1286,2016,129,Chenzhou,27730.0,12756.0,0.523,471.11,246.15,224.96,6825739.5,2869589.76,9695329.26,0.704 ,0.522 ,0.298 ,0.296 ,0.478 ,(0.478),0.068377299
1287,2017,129,Chenzhou,30005.0,13829.0,0.538,473.16,254.56,218.6,7638072.8,3023019.4,10661092.2,0.716 ,0.538 ,0.286 ,0.284 ,0.462 ,(0.488),0.066799883
1288,2018,129,Chenzhou,32405.72,15017.72,0.549,474.45,260.38,214.07,8437740.86,3214871.39,11652612.25,0.724 ,0.549 ,0.277 ,0.276 ,0.451 ,(0.492),0.06501523
1289,2019,129,Chenzhou,35160.2,16339.3,0.56,475.46,266.47,208.99,9369138.49,3414750.31,12783888.8,0.733 ,0.560 ,0.268 ,0.267 ,0.440 ,(0.498),0.063556323
1290,2010,130,Yongzhou,15041.26,5060.9,0.354,519.48,183.79,335.69,2764433.18,1698893.52,4463326.7,0.619 ,0.354 ,0.560 ,0.381 ,0.646 ,(0.529),0.145369196
1291,2011,130,Yongzhou,17193.0,6001.77,0.379,521.25,197.76,323.49,3400087.68,1941512.58,5341600.26,0.637 ,0.379 ,0.517 ,0.363 ,0.621 ,(0.535),0.134918076
1292,2012,130,Yongzhou,19670.68,7072.69,0.399,525.82,209.65,316.17,4123957.71,2236172.4,6360130.11,0.648 ,0.399 ,0.486 ,0.352 ,0.601 ,(0.537),0.126644388
1293,2013,130,Yongzhou,18526.0,8863.0,0.413,532.66,219.78,312.88,4071644.28,2773055.44,6844699.72,0.595 ,0.413 ,0.366 ,0.405 ,0.587 ,(0.371),0.067123666
1294,2014,130,Yongzhou,20175.0,9873.0,0.426,538.71,229.22,309.49,4624513.5,3055594.77,7680108.27,0.602 ,0.425 ,0.347 ,0.398 ,0.575 ,(0.367),0.062907051
1295,2015,130,Yongzhou,21938.0,10765.0,0.442,542.97,240.26,302.71,5270823.88,3258673.15,8529497.03,0.618 ,0.442 ,0.334 ,0.382 ,0.558 ,(0.378),0.06200136
1296,2016,130,Yongzhou,24026.0,11683.0,0.463,546.52,253.04,293.48,6079539.04,3428726.84,9508265.88,0.639 ,0.463 ,0.323 ,0.361 ,0.537 ,(0.398),0.062793945
1297,2017,130,Yongzhou,26190.0,12738.0,0.483,547.97,264.4,283.57,6924636.0,3612114.66,10536750.66,0.657 ,0.483 ,0.309 ,0.343 ,0.517 ,(0.412),0.061879611
1298,2018,130,Yongzhou,28470.03,13924.32,0.497,545.21,270.91,274.3,7712954.35,3819372.57,11532326.93,0.669 ,0.497 ,0.297 ,0.331 ,0.503 ,(0.418),0.060242661
1299,2019,130,Yongzhou,31089.3,15275.0,0.509,544.61,277.21,267.4,8618264.85,4084535.0,12702799.85,0.678 ,0.509 ,0.287 ,0.322 ,0.491 ,(0.423),0.058850469
1300,2010,131,Huaihua City,12523.22,3520.27,0.361,474.17,171.13,303.04,2143098.64,1066782.62,3209881.26,0.668 ,0.361 ,0.615 ,0.332 ,0.639 ,(0.654),0.193401957
1301,2011,131,Huaihua City,13824.0,4280.99,0.377,475.1,179.08,296.02,2475601.92,1267258.66,3742860.58,0.661 ,0.377 ,0.562 ,0.339 ,0.623 ,(0.610),0.165434874
1302,2012,131,Huaihua City,15666.31,5023.62,0.39,477.5,186.27,291.23,2918163.46,1463028.85,4381192.31,0.666 ,0.390 ,0.535 ,0.334 ,0.610 ,(0.602),0.155196795
1303,2013,131,Huaihua City,17632.0,5849.0,0.404,482.5,195.13,287.37,3440532.16,1680827.13,5121359.29,0.672 ,0.404 ,0.508 ,0.328 ,0.596 ,(0.596),0.145371269
1304,2014,131,Huaihua City,19205.0,6474.0,0.413,487.0,201.13,285.87,3862701.65,1850722.38,5713424.03,0.676 ,0.413 ,0.493 ,0.324 ,0.587 ,(0.595),0.140632286
1305,2015,131,Huaihua City,20693.0,7203.0,0.427,490.16,209.54,280.62,4336011.22,2021305.86,6357317.08,0.682 ,0.427 ,0.467 ,0.318 ,0.573 ,(0.588),0.13163418
1306,2016,131,Huaihua City,22554.0,7961.0,0.443,492.0,217.86,274.14,4913614.44,2182428.54,7096042.98,0.692 ,0.443 ,0.447 ,0.308 ,0.557 ,(0.594),0.126823027
1307,2017,131,Huaihua City,24498.0,8831.0,0.461,496.0,228.9,267.1,5607592.2,2358760.1,7966352.3,0.704 ,0.461 ,0.422 ,0.296 ,0.539 ,(0.598),0.120077552
1308,2018,131,Huaihua City,26703.27,9810.87,0.478,497.96,237.78,260.18,6349394.49,2552633.49,8902027.97,0.713 ,0.478 ,0.401 ,0.287 ,0.523 ,(0.600),0.114152791
1309,2019,131,Huaihua City,29106.6,10870.4,0.49,498.33,244.35,253.98,7112197.71,2760864.19,9873061.9,0.720 ,0.490 ,0.385 ,0.280 ,0.510 ,(0.600),0.109242592
1310,2010,132,Loudi,15025.21,3364.6,0.35,378.46,132.34,246.12,1988436.29,828095.35,2816531.64,0.706 ,0.350 ,0.703 ,0.294 ,0.650 ,(0.794),0.26261214
1311,2011,132,Loudi,16892.0,3950.56,0.375,379.32,142.25,237.07,2402887.0,936559.26,3339446.26,0.720 ,0.375 ,0.652 ,0.280 ,0.625 ,(0.801),0.244165978
1312,2012,132,Loudi,19194.43,4762.24,0.392,381.21,149.56,231.65,2870718.75,1103172.9,3973891.64,0.722 ,0.392 ,0.610 ,0.278 ,0.608 ,(0.783),0.223514921
1313,2013,132,Loudi,18680.0,7059.0,0.41,383.39,157.03,226.36,2933320.4,1597875.24,4531195.64,0.647 ,0.410 ,0.458 ,0.353 ,0.590 ,(0.515),0.114594631
1314,2014,132,Loudi,20324.0,7836.0,0.423,385.25,162.81,222.44,3308950.44,1743039.84,5051990.28,0.655 ,0.423 ,0.438 ,0.345 ,0.577 ,(0.515),0.109327387
1315,2015,132,Loudi,21838.0,8655.0,0.438,387.18,169.47,217.71,3700885.86,1884280.05,5585165.91,0.663 ,0.438 ,0.415 ,0.337 ,0.562 ,(0.511),0.102428976
1316,2016,132,Loudi,23669.0,9529.0,0.453,389.41,176.36,213.05,4174264.84,2030153.45,6204418.29,0.673 ,0.453 ,0.396 ,0.327 ,0.547 ,(0.514),0.098076867
1317,2017,132,Loudi,25634.0,10530.0,0.473,391.76,185.34,206.42,4751005.56,2173602.6,6924608.16,0.686 ,0.473 ,0.372 ,0.314 ,0.527 ,(0.518),0.092462266
1318,2018,132,Loudi,27916.25,11657.1,0.481,393.18,189.16,204.02,5280606.85,2378295.31,7658902.16,0.689 ,0.481 ,0.360 ,0.311 ,0.519 ,(0.513),0.088671489
1319,2019,132,Loudi,30512.5,12927.7,0.493,394.13,194.11,200.02,5922781.38,2585798.55,8508579.93,0.696 ,0.493 ,0.346 ,0.304 ,0.507 ,(0.513),0.085004331
1320,2010,133,Shanghai,31838.1,13978.0,0.893,2302.66,2056.28,246.38,65467901.18,3443964.22,68911865.39,0.950 ,0.893 ,0.062 ,0.050 ,0.107 ,(0.761),0.020760796
1321,2011,133,Shanghai,36230.5,16053.8,0.893,2347.46,2096.28,251.18,75949337.03,4032364.91,79981701.94,0.950 ,0.893 ,0.061 ,0.050 ,0.107 ,(0.753),0.020400848
1322,2012,133,Shanghai,40188.3,17803.7,0.893,2380.43,2125.72,254.71,85429233.43,4534709.39,89963942.82,0.950 ,0.893 ,0.061 ,0.050 ,0.107 ,(0.753),0.020409183
1323,2013,133,Shanghai,43851.4,19595.0,0.896,2415.15,2163.97,251.18,94893307.0,4921785.88,99815092.89,0.951 ,0.896 ,0.059 ,0.049 ,0.104 ,(0.746),0.019528623
1324,2014,133,Shanghai,48841.4,21191.6,0.896,2425.68,2173.41,252.27,106152352.01,5346020.19,111498372.2,0.952 ,0.896 ,0.061 ,0.048 ,0.104 ,(0.774),0.02064569
1325,2015,133,Shanghai,52961.9,23205.2,0.876,2415.27,2115.78,299.49,112055544.47,6949806.1,119005350.58,0.942 ,0.876 ,0.072 ,0.058 ,0.124 ,(0.753),0.024024682
1326,2016,133,Shanghai,57691.7,25520.4,0.879,2419.7,2126.92,292.78,122705417.1,7471957.14,130177374.24,0.943 ,0.879 ,0.070 ,0.057 ,0.121 ,(0.746),0.023042888
1327,2017,133,Shanghai,62595.7,27825.0,0.877,2418.33,2120.88,297.45,132757680.9,8276673.97,141034354.87,0.941 ,0.877 ,0.071 ,0.059 ,0.123 ,(0.740),0.023190324
1328,2018,133,Shanghai,68033.6,30374.7,0.881,2423.78,2135.35,288.43,145275560.01,8760969.25,154036529.26,0.943 ,0.881 ,0.068 ,0.057 ,0.119 ,(0.738),0.02227596
1329,2019,133,Shanghai,73615.3,33195.2,0.883,2428.14,2144.05,284.09,157834708.76,9430503.37,167265212.13,0.944 ,0.883 ,0.066 ,0.056 ,0.117 ,(0.730),0.02149362
1330,2010,134,Guangzhou City,30658.49,12675.55,0.838,1270.96,1064.78,206.18,32644565.71,2613418.14,35257983.85,0.926 ,0.838 ,0.100 ,0.074 ,0.162 ,(0.783),0.034521198
1331,2011,134,Guangzhou City,34438.08,14817.72,0.841,1275.14,1072.78,202.36,36944322.15,2998583.23,39942905.38,0.925 ,0.841 ,0.095 ,0.075 ,0.159 ,(0.749),0.031456902
1332,2012,134,Guangzhou City,38053.52,16788.48,0.85,1283.89,1091.56,192.33,41537825.03,3228873.33,44766698.36,0.928 ,0.850 ,0.087 ,0.072 ,0.150 ,(0.731),0.02840229
1333,2013,134,Guangzhou City,42049.14,18887.04,0.853,1292.68,1102.27,190.41,46349430.93,3596314.6,49945745.54,0.928 ,0.853 ,0.085 ,0.072 ,0.147 ,(0.716),0.026989508
1334,2014,134,Guangzhou City,42954.6,17662.8,0.854,1308.05,1117.47,190.58,48000352.94,3366227.38,51366580.32,0.934 ,0.854 ,0.090 ,0.066 ,0.146 ,(0.799),0.031455018
1335,2015,134,Guangzhou City,46734.6,19323.1,0.855,1350.11,1154.75,195.36,53966736.49,3774978.54,57741715.03,0.935 ,0.855 ,0.089 ,0.065 ,0.145 ,(0.794),0.030951119
1336,2016,134,Guangzhou City,50940.72,21448.64,0.861,1404.35,1208.58,195.77,61566118.35,4198923.71,65765042.06,0.936 ,0.861 ,0.084 ,0.064 ,0.139 ,(0.781),0.028920698
1337,2017,134,Guangzhou City,55400.49,23483.88,0.861,1449.84,1248.89,200.95,69189238.07,4719034.64,73908272.71,0.936 ,0.861 ,0.083 ,0.064 ,0.139 ,(0.775),0.028416164
1338,2018,134,Guangzhou City,59982.11,26020.14,0.864,1490.44,1287.44,203.0,77223492.17,5282034.37,82505526.54,0.936 ,0.864 ,0.080 ,0.064 ,0.136 ,(0.755),0.026784206
1339,2019,134,Guangzhou City,65052.11,28867.92,0.865,1530.59,1323.35,207.24,86086582.95,5982641.89,92069224.84,0.935 ,0.865 ,0.078 ,0.065 ,0.135 ,(0.734),0.02550778
1340,2010,135,Shaoguan City,18020.61,6317.2,0.525,283.02,148.68,134.34,2679371.01,848628.0,3527999.01,0.759 ,0.525 ,0.369 ,0.241 ,0.475 ,(0.680),0.116402244
1341,2011,135,Shaoguan City,20328.83,7460.61,0.528,285.0,150.4,134.6,3057464.67,1004194.94,4061659.61,0.753 ,0.528 ,0.355 ,0.247 ,0.472 ,(0.647),0.10735064
1342,2012,135,Shaoguan City,23183.63,8579.7,0.533,286.87,152.9,133.97,3544816.67,1149407.74,4694224.41,0.755 ,0.533 ,0.348 ,0.245 ,0.467 ,(0.646),0.104989175
1343,2013,135,Shaoguan City,25594.73,9583.57,0.537,289.27,155.42,133.85,3978054.66,1282715.12,5260769.78,0.756 ,0.537 ,0.342 ,0.244 ,0.463 ,(0.641),0.102194636
1344,2014,135,Shaoguan City,21583.3,10532.2,0.538,290.89,156.5,134.39,3377760.98,1415434.79,4793195.77,0.705 ,0.538 ,0.270 ,0.295 ,0.462 ,(0.448),0.058039181
1345,2015,135,Shaoguan City,23504.2,11606.5,0.543,293.15,159.15,134.0,3740720.11,1555257.83,5295977.93,0.706 ,0.543 ,0.263 ,0.294 ,0.457 ,(0.442),0.055944604
1346,2016,135,Shaoguan City,25854.64,12790.35,0.548,295.61,161.96,133.65,4187538.7,1709369.36,5896908.06,0.710 ,0.548 ,0.259 ,0.290 ,0.452 ,(0.444),0.055333295
1347,2017,135,Shaoguan City,28305.92,14107.59,0.555,297.92,165.32,132.6,4679415.44,1870725.58,6550141.02,0.714 ,0.555 ,0.253 ,0.286 ,0.445 ,(0.444),0.053773602
1348,2018,135,Shaoguan City,30287.33,15433.7,0.565,299.76,169.33,130.43,5128687.67,2012949.67,7141637.34,0.718 ,0.565 ,0.240 ,0.282 ,0.435 ,(0.434),0.049990363
1349,2019,135,Shaoguan City,32633.88,16940.12,0.574,303.04,173.91,129.13,5675510.07,2187399.04,7862909.11,0.722 ,0.574 ,0.229 ,0.278 ,0.426 ,(0.426),0.04690277
1350,2010,136,Shenzhen,32380.86,,1.0,1037.2,1037.2,0.0,33585447.42,0.0,33585447.42,1.000 ,1.000 ,0.000 ,0.000 ,0.000 ,#DIV/0!,#DIV/0!
1351,2011,136,Shenzhen,36505.04,,1.0,1046.74,1046.74,0.0,38211285.57,0.0,38211285.57,1.000 ,1.000 ,0.000 ,0.000 ,0.000 ,#DIV/0!,#DIV/0!
1352,2012,136,Shenzhen,40741.88,,1.0,1054.74,1054.74,0.0,42972090.51,0.0,42972090.51,1.000 ,1.000 ,0.000 ,0.000 ,0.000 ,#DIV/0!,#DIV/0!
1353,2013,136,Shenzhen,44653.1,,1.0,1062.89,1062.89,0.0,47461333.97,0.0,47461333.97,1.000 ,1.000 ,0.000 ,0.000 ,0.000 ,#DIV/0!,#DIV/0!
1354,2014,136,Shenzhen,40948.0,0.0,1.0,1077.89,1077.89,0.0,44137439.72,0.0,44137439.72,1.000 ,1.000 ,0.000 ,0.000 ,0.000 ,#DIV/0!,#DIV/0!
1355,2015,136,Shenzhen,44633.3,0.0,1.0,1137.87,1137.87,0.0,50786893.07,0.0,50786893.07,1.000 ,1.000 ,0.000 ,0.000 ,0.000 ,#DIV/0!,#DIV/0!
